date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:22	458709/458709	---MCZ	200	added ('OK')	text/html	etag:W/%22d3063dac0a4c1fe14782061ae807de1c%22	https://www.david-declercq.com/viering	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/viering.html	(from https://www.david-declercq.com/)
14:07:23	457653/457653	---MCZ	200	added ('OK')	text/html	etag:W/%22c0f07b5434ec890d43e903c32f3a9e15%22	https://www.david-declercq.com/muziek	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/muziek.html	(from https://www.david-declercq.com/)
14:07:24	503360/503360	---MCZ	200	added ('OK')	text/html	etag:W/%220300d59e4a204134f67b25fe0708900f%22	https://www.david-declercq.com/video	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/video.html	(from https://www.david-declercq.com/)
14:07:24	2202/2202	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2023%20Jul%202026%2012:07:25%20GMT	https://www.david-declercq.com/${s.uri}	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/${s.f.delayed	(from https://www.david-declercq.com/)
14:07:24	2201/2201	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2023%20Jul%202026%2012:07:25%20GMT	https://www.david-declercq.com/window.location.href	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/window.location.10.delayed	(from https://www.david-declercq.com/)
14:07:25	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.david-declercq.com/)
14:07:25	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.david-declercq.com/)
14:07:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jul%202026%2012:07:26%20GMT	https://www.david-declercq.com/envelope/	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/envelope/index.html	(from https://www.david-declercq.com/)
14:07:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2023%20Jul%202026%2012:07:26%20GMT	https://www.david-declercq.com/api/	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/api/index.html	(from https://www.david-declercq.com/)
14:07:26	250/250	---MCZ	200	added ('OK')	text/xml	etag:W/%22fa-CDU9cniM16j4odUkYLvkS25TajE%22	https://www.david-declercq.com/sitemap.xml	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/sitemap.xml	(from https://www.david-declercq.com/)
14:07:26	2204/2204	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Jul%202026%2012:07:26%20GMT	https://www.david-declercq.com/feed.xml	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/feed.14.delayed	(from https://www.david-declercq.com/)
14:07:26	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.david-declercq.com/)
14:07:26	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.david-declercq.com/)
14:07:27	73320/73320	---MCZ	200	added ('OK')	application/javascript	etag:W/%229160cc205bcdab8ba4b0910ec1500d14%22	https://static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/unpkg/lodash@4.17.23/lodash.min.js	(from https://www.david-declercq.com/)
14:07:27	152052/152052	---MCZ	200	added ('OK')	application/javascript	etag:W/%22105843880cd1c5988dbf77faf353dee9%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.dd63d9c5.bundle.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.dd63d9c5.bundle.min.js	(from https://www.david-declercq.com/)
14:07:27	224024/224024	---M-Z	200	added ('OK')	application/javascript	etag:W/%221a8f3b9d92948055443d9c550233920d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.419556fe.bundle.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/services/wix-thunderbolt/dist/main.419556fe.bundle.min.js	(from https://www.david-declercq.com/)
14:07:28	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://www.david-declercq.com/)
14:07:28	3828/3828	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.david-declercq.com/)
14:07:29	9414/9414	---M-Z	200	added ('OK')	application/javascript	etag:W/%223430fcb37d390d2d7dedf0c95ef9c202%22	https://static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/WIXBackup_Vidde/static.parastorage.com/services/tag-manager-client/1.1066.0/siteTags.bundle.min.js	(from https://www.david-declercq.com/)
14:07:32	484479/484479	---MCZ	200	added ('OK')	text/html	etag:W/%22753d5abb90b3481cc823d804335d27ec%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=2	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesaa63.html	(from https://www.david-declercq.com/lees)
14:07:33	461976/461976	---MCZ	200	added ('OK')	text/html	etag:W/%22f3128e7314c84859c3f24698d6e040b1%22	https://www.david-declercq.com/woord-stef	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-stef.html	(from https://www.david-declercq.com/viering)
14:07:34	455803/455803	---MCZ	200	added ('OK')	text/html	etag:W/%22fb7a3157f516b9566716e13c3163b59f%22	https://www.david-declercq.com/woord-erna	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-erna.html	(from https://www.david-declercq.com/viering)
14:07:35	461227/461227	---MCZ	200	added ('OK')	text/html	etag:W/%22020906e34e8ebfd436164e51bba58205%22	https://www.david-declercq.com/woord-valerie	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-valerie.html	(from https://www.david-declercq.com/viering)
14:07:36	454308/454308	---MCZ	200	added ('OK')	text/html	etag:W/%227daaeb3126d8ece6af349c4ca2d8ea50%22	https://www.david-declercq.com/woord-jonas	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-jonas.html	(from https://www.david-declercq.com/viering)
14:07:38	457282/457282	---MCZ	200	added ('OK')	text/html	etag:W/%22fdae19969f1e6b22c160a2addc22a69b%22	https://www.david-declercq.com/woord-katleen	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-katleen.html	(from https://www.david-declercq.com/viering)
14:07:39	455702/455702	---MCZ	200	added ('OK')	text/html	etag:W/%22d801466dd44e95eb3ddd469bd66f1482%22	https://www.david-declercq.com/woord-tom	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-tom.html	(from https://www.david-declercq.com/viering)
14:07:39	457164/457164	---MCZ	200	added ('OK')	text/html	etag:W/%2286f8076034f986504a7bea99985bb7e6%22	https://www.david-declercq.com/woord-koen	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-koen.html	(from https://www.david-declercq.com/viering)
14:07:41	467275/467275	---MCZ	200	added ('OK')	text/html	etag:W/%22b8689c11eecd630d5e03c27177308d25%22	https://www.david-declercq.com/woord-johan-en-luc	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-johan-en-luc.html	(from https://www.david-declercq.com/viering)
14:07:42	457386/457386	---MCZ	200	added ('OK')	text/html	etag:W/%22684037f5ce1bf152b86ba77db9e6bb49%22	https://www.david-declercq.com/woord-nico	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-nico.html	(from https://www.david-declercq.com/viering)
14:07:43	461974/461974	---MCZ	200	added ('OK')	text/html	etag:W/%22ebd315a7c827aa77ca858ccfeda49ee7%22	https://www.david-declercq.com/woord-david	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-david.html	(from https://www.david-declercq.com/viering)
14:07:44	458193/458193	---MCZ	200	added ('OK')	text/html	etag:W/%22a0c54151f0e5a67938aeab46120dd88b%22	https://www.david-declercq.com/woord-lizzy	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-lizzy.html	(from https://www.david-declercq.com/viering)
14:07:47	461207/461207	---MCZ	200	added ('OK')	text/html	etag:W/%222b9ff527c610709e81fc96860f2d5574%22	https://www.david-declercq.com/woord-mirte	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/woord-mirte.html	(from https://www.david-declercq.com/viering)
14:07:47	2204/2204	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Jul%202026%2012:07:48%20GMT	https://www.david-declercq.com/api	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/api.2a.delayed	(from https://www.david-declercq.com/api/)
14:07:48	2204/2204	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Jul%202026%2012:07:48%20GMT	https://www.david-declercq.com/envelope	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/envelope.2b.delayed	(from https://www.david-declercq.com/envelope/)
14:08:08	480938/480938	---MCZ	200	added ('OK')	text/html	etag:W/%2268ac23dd107368b263ca3f4cdd570a8f%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=3	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees633e.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=2)
14:08:10	483656/483656	---MCZ	200	added ('OK')	text/html	etag:W/%229b3f72ea746f5845fd14fb9de960fef4%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=4	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees3597.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=3)
14:08:14	481046/481046	---MCZ	200	added ('OK')	text/html	etag:W/%22cbdd9020ed5d52ae9171239c80c41211%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=5	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leese37e.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=4)
14:08:16	480835/480835	---MCZ	200	added ('OK')	text/html	etag:W/%22654724a5905281d15d6cd736a729b06f%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=6	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees1d4b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=5)
14:08:21	481240/481240	---MCZ	200	added ('OK')	text/html	etag:W/%22b3c3f4ce9b52c69b06771b60d4b6519e%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=7	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees138e.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=6)
14:08:24	482451/482451	---MCZ	200	added ('OK')	text/html	etag:W/%22f8a5dddb040199c7b359adae7660803e%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=8	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesa8af.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=7)
14:08:29	482869/482869	---MCZ	200	added ('OK')	text/html	etag:W/%2238285b6b78009f8e041b347ee9e80a52%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=9	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees08f4.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=8)
14:08:32	482852/482852	---MCZ	200	added ('OK')	text/html	etag:W/%22f29ab83a5a5637832cc9262c58acbe6d%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=10	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees9fe8.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=9)
14:08:36	483057/483057	---MCZ	200	added ('OK')	text/html	etag:W/%22019bc60e89087b74d9fe97213eb7aa7d%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=11	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees5ab3.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=10)
14:08:39	483303/483303	---MCZ	200	added ('OK')	text/html	etag:W/%22ba1345849f680e3a7d91a84237f410ce%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=12	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees37f3.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=11)
14:08:42	483401/483401	---MCZ	200	added ('OK')	text/html	etag:W/%2277482cd148e7ff26b8e76c6cd341f0ae%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=13	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees479a.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=12)
14:08:46	481635/481635	---MCZ	200	added ('OK')	text/html	etag:W/%227c2b208f648c454b0b9459d3fe1245bf%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=14	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees3f48.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=13)
14:08:49	482444/482444	---MCZ	200	added ('OK')	text/html	etag:W/%223ca203408b50ac738b4e4426309429fe%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=15	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesd1cf.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=14)
14:08:52	481557/481557	---MCZ	200	added ('OK')	text/html	etag:W/%22c5b77a5f8801229f0aa270c7e9f5d076%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=16	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees63bc.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=15)
14:08:56	483260/483260	---MCZ	200	added ('OK')	text/html	etag:W/%222be33353e5a28f179cfcf233a74ab9f9%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=17	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesc60a.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=16)
14:09:00	480080/480080	---MCZ	200	added ('OK')	text/html	etag:W/%222a04299142e774face7e3aaffcb25cba%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=18	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees1dc5.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=17)
14:09:03	480180/480180	---MCZ	200	added ('OK')	text/html	etag:W/%220162274ba6dc72490e522c8576f9727e%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=19	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesae20.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=18)
14:09:07	482797/482797	---MCZ	200	added ('OK')	text/html	etag:W/%22b545f51ba8b543bd2ea9a8267af65fac%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=20	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees4743.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=19)
14:09:10	482692/482692	---MCZ	200	added ('OK')	text/html	etag:W/%22f97cf170fd53611ef448b46f84743dd3%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=21	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leese56c.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=20)
14:09:14	485585/485585	---MCZ	200	added ('OK')	text/html	etag:W/%22a59ce31c77d6edd34d42109b2e7963df%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=22	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesa3ce.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=21)
14:09:17	482566/482566	---MCZ	200	added ('OK')	text/html	etag:W/%22f190b9389f2136eecbd250f469b92dec%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=23	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees3e30.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=22)
14:09:20	481587/481587	---MCZ	200	added ('OK')	text/html	etag:W/%2275b7e9ee6236a6d5add5f92fce23d997%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=24	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees906b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=23)
14:09:24	491373/491373	---MCZ	200	added ('OK')	text/html	etag:W/%229ad30b105b823e12509b4285fffba751%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=25	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees44f4.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=24)
14:09:27	481325/481325	---MCZ	200	added ('OK')	text/html	etag:W/%22862f7b158461b2eb34259f0f7e0923e3%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=26	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesc7a6.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=25)
14:09:30	480926/480926	---MCZ	200	added ('OK')	text/html	etag:W/%224ce51afade85bbb8e533aef40a1ef5a3%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=27	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees622b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=26)
14:09:33	484467/484467	---MCZ	200	added ('OK')	text/html	etag:W/%225dad8b0376cf70d48e846ddde94e3bca%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=28	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesce5b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=27)
14:09:37	481263/481263	---MCZ	200	added ('OK')	text/html	etag:W/%22da9822dfcba7e165647ac7f2debbbd7d%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=29	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees1c4f.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=28)
14:09:40	484666/484666	---MCZ	200	added ('OK')	text/html	etag:W/%22810d30b2ff09b34397830749b7cae6ce%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=30	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesfc38.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=29)
14:09:45	481546/481546	---MCZ	200	added ('OK')	text/html	etag:W/%2245e7017adcaec272a2ee8a3c000f876b%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=31	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesdf00.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=30)
14:09:48	483964/483964	---MCZ	200	added ('OK')	text/html	etag:W/%22c19dc8d394d3a0d4ca08e65f7cd9e5d3%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=32	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees00c2.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=31)
14:09:52	481096/481096	---MCZ	200	added ('OK')	text/html	etag:W/%2228e4118cc47eba52a3bb43771f15f380%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=33	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/lees442b.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=32)
14:09:55	482116/482116	---MCZ	200	added ('OK')	text/html	etag:W/%2205769034b81ee238f1ee9a20df18c615%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=34	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesd5e3.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=33)
14:09:58	489100/489100	---MCZ	200	added ('OK')	text/html	etag:W/%221bbd6b4c9ccec47bb367d7dbc8576326%22	https://www.david-declercq.com/lees?comp-jltoc4d3_page=35	C:/My%20Web%20Sites/WIXBackup_Vidde/www.david-declercq.com/leesc7d7.html	(from https://www.david-declercq.com/lees?comp-jltoc4d3_page=34)
